,Title,Price,Condition,Shipping,Item URL
10,Neumann U 87 Ai Large Diaphragm Multipat...,"$2,400 ",Used – Mint,Free Shipping,https://reverb.com/item/70906768-neumann-u-87-ai-large-diaphragm-multipattern-condenser-microphone-1986-present-nickel
11,Neumann U 87 Ai Large-diaphragm Condense...,"$2,800 ",Used – Excellent,Free Shipping,https://reverb.com/item/70782490-neumann-u-87-ai-large-diaphragm-condenser-microphone-matte-black
12,Neumann U87 1970 Vintage Microphone - NICE!,"$4,399.99 ",Used – Very Good,Shipping Fees Apply,https://reverb.com/item/72180267-neumann-u87-1970-vintage-microphone-nice
13,Neumann U 87 Ai Large Diaphragm Multipat...,"$2,400 ",Used – Mint,Free Shipping,https://reverb.com/item/72587220-neumann-u-87-ai-large-diaphragm-multipattern-condenser-microphone-1986-present-nickel
14,Neumann U87 Ai Set Z (Matte Black w/Shoc...,"$3,599.95 ",Brand New,Free Shipping,https://reverb.com/item/75677-neumann-u87-ai-set-z-matte-black-w-shockmount-cable-windscreen-woodbox
15,Neumann U87Ai Multi-Pattern Studio Conde...,"$3,500 ",Brand New,Free Shipping,https://reverb.com/item/2612471-neumann-u87ai-multi-pattern-studio-condenser-microphone-nickel?bk=eyJhbGciOiJIUzI1NiJ9.eyJqdGkiOiI3MzQ3NjAzYi0wZGE5LTQ4YzUtODVmZC0yN2Y4YjAzMWQ5YTUiLCJpYXQiOjE2OTM5NTY3NzUsInVzZXJfaWQiOiIiLCJzZXNzaW9uX2lkIjoiIiwiY29va2llX2lkIjoiODc4MmY4MmUtY2E0Mi00ODNkLWE0OTQtMmZkMTk2OWYxNTU0IiwicHJvZHVjdF9pZCI6IjI2MTI0NzEiLCJzb3VyY2UiOiJOT05FIn0.I5SXzZHy_DoUU_i_F3dvEivGCIxrpRvPM28MMy7ptMU
16,Neumann U 87 Ai Set Large-Diaphragm Cond...,"$3,695 ",Brand New,Free Shipping,https://reverb.com/item/64848773-neumann-u-87-ai-set-large-diaphragm-condenser-microphone-matte-black?bk=eyJhbGciOiJIUzI1NiJ9.eyJqdGkiOiI3MjM5M2E2MS02ZDI5LTQ0M2UtOWJjNS0xNTVkZjZhNTk1NGYiLCJpYXQiOjE2OTM5NTY3NzUsInVzZXJfaWQiOiIiLCJzZXNzaW9uX2lkIjoiIiwiY29va2llX2lkIjoiODc4MmY4MmUtY2E0Mi00ODNkLWE0OTQtMmZkMTk2OWYxNTU0IiwicHJvZHVjdF9pZCI6IjY0ODQ4NzczIiwic291cmNlIjoiTk9ORSJ9.nmG-_beIxuTiuSZAezP_6ZXAp2-oG6FQbeIkIXAJapw
17,Neumann U 87 - Matte Black,"$2,700 ",Used – Mint,Shipping Fees Apply,https://reverb.com/item/70024028-neumann-u-87-matte-black
18,Neumann U-87 Later 1970’s or early 1980’...,"$4,500 ",Used – Excellent,Shipping Fees Apply,https://reverb.com/item/72876231-neumann-u-87-later-1970-s-or-early-1980-s-nickel
19,Neumann U87 Ai Mic - Serviced by Neumann...,"$2,527.61 ",Used – Excellent,Free Shipping,https://reverb.com/item/53178724-neumann-u87-ai-mic-serviced-by-neumann-warranty
20,Neumann U 87 Ai Set Z with Shockmount,"$2,828 ",Used – Excellent,Shipping Fees Apply,https://reverb.com/item/43481494-neumann-u-87-ai-set-z-with-shockmount
21,Neumann U87 1967 - Nickel,"$6,000 ",Used – Good,Shipping Fees Apply,https://reverb.com/item/72929612-neumann-u87-1967-nickel
22,Neumann U 87 - Matte Black,"$2,700 ",Used – Mint,Shipping Fees Apply,https://reverb.com/item/70024028-neumann-u-87-matte-black?bk=eyJhbGciOiJIUzI1NiJ9.eyJqdGkiOiJjNTEzMGEzNC0wM2Y1LTQ1ODktOWE2Mi00Mjc3MTFhNzg1NWYiLCJpYXQiOjE2OTM5NTY3NzUsInVzZXJfaWQiOiIiLCJzZXNzaW9uX2lkIjoiIiwiY29va2llX2lkIjoiODc4MmY4MmUtY2E0Mi00ODNkLWE0OTQtMmZkMTk2OWYxNTU0IiwicHJvZHVjdF9pZCI6IjcwMDI0MDI4Iiwic291cmNlIjoiTk9ORSJ9.KlIMil90UGpMv2hnAYJEwJj5cazrknmDCVvj35YTCB8
23,Neumann U87 Microphone 1969-1970 NYC Stu...,"$3,999 ",Used – Good,Shipping Fees Apply,https://reverb.com/item/72465546-neumann-u87-microphone-1969-1970-nyc-studio-pedigree-vintage?bk=eyJhbGciOiJIUzI1NiJ9.eyJqdGkiOiI2ODAxYjJiMS05MzljLTQ3OTMtOWZmMC0xNjY3NTc0MDAyNTQiLCJpYXQiOjE2OTM5NTY3NzUsInVzZXJfaWQiOiIiLCJzZXNzaW9uX2lkIjoiIiwiY29va2llX2lkIjoiODc4MmY4MmUtY2E0Mi00ODNkLWE0OTQtMmZkMTk2OWYxNTU0IiwicHJvZHVjdF9pZCI6IjcyNDY1NTQ2Iiwic291cmNlIjoiTk9ORSJ9.qlCsqN5fg-WnBArbuPz0CClFJdKoAiSfrGI94EZT6_0
24,Neumann U 87 Ai Set-Nickel,"$2,800 ",Used – Mint,Shipping Fees Apply,https://reverb.com/item/72821384-neumann-u-87-ai-set-nickel
25,Neumann U 87 Ai Large Diaphragm Multipat...,"$2,499 ",Used – Mint,Shipping Fees Apply,https://reverb.com/item/72661621-neumann-u-87-ai-large-diaphragm-multipattern-condenser-microphone-1986-present-nickel
26,Neumann U 87Ai Microphone,"$2,469.18 ",Used – Mint,Shipping Fees Apply,https://reverb.com/item/73027028-neumann-u-87ai-microphone
27,Vintage Neumann U87 Capsule 1993,$525 ,Used – Good,Shipping Fees Apply,https://reverb.com/item/72969979-vintage-neumann-u87-capsule-1993
28,Neumann U87Ai Large Diaphragm Condenser ...,"$2,699 ",Used – Mint,Shipping Fees Apply,https://reverb.com/item/72357504-neumann-u87ai-large-diaphragm-condenser-microphone-mid-90-s-matte-black
29,Neumann U 87 Ai Set Z with Shockmount,"$2,828 ",Used – Excellent,Shipping Fees Apply,https://reverb.com/item/43481494-neumann-u-87-ai-set-z-with-shockmount?bk=eyJhbGciOiJIUzI1NiJ9.eyJqdGkiOiIyNWE2YjhlNS03MDIwLTQwOTAtYTQzZi03ZjcyMmRmZWY2MmUiLCJpYXQiOjE2OTM5NTY3NzUsInVzZXJfaWQiOiIiLCJzZXNzaW9uX2lkIjoiIiwiY29va2llX2lkIjoiODc4MmY4MmUtY2E0Mi00ODNkLWE0OTQtMmZkMTk2OWYxNTU0IiwicHJvZHVjdF9pZCI6IjQzNDgxNDk0Iiwic291cmNlIjoiTk9ORSJ9.auzta-Kntbu_eS9VTbaax5Rk4s6Pz8ixuCRFQsdspCU
30,Neumann U 87 Ai Set Z with Shockmount 19...,"$2,775 ",Used – Mint,Shipping Fees Apply,https://reverb.com/item/73010956-neumann-u-87-ai-set-z-with-shockmount-1986-present-nickel?bk=eyJhbGciOiJIUzI1NiJ9.eyJqdGkiOiIwZGRkYjYwOS0wMTQ4LTQ3MDctYmZiMi0yZjViZmM1ODBlY2MiLCJpYXQiOjE2OTM5NTY3NzUsInVzZXJfaWQiOiIiLCJzZXNzaW9uX2lkIjoiIiwiY29va2llX2lkIjoiODc4MmY4MmUtY2E0Mi00ODNkLWE0OTQtMmZkMTk2OWYxNTU0IiwicHJvZHVjdF9pZCI6IjczMDEwOTU2Iiwic291cmNlIjoiTk9ORSJ9.YZ8j-0ylYd5wi34tKY_sYVslxpZ7HPFyEyv0FF8A2dQ
31,Neumann U87 Large Diaphragm Condenser Mi...,"$4,719.75 ",Used – Very Good,Free Shipping,https://reverb.com/item/73000145-neumann-u87-large-diaphragm-condenser-microphone-13233-vintage
32,"Neumann U 87 Ai Set Z with Shockmount, W...","$3,695 ",Brand New,Free Shipping,https://reverb.com/item/71407378-neumann-u-87-ai-set-z-with-shockmount-wood-box-cable-authorized-dealer
33,Early Neumann U87 Ai circuit diagram 02 ...,"$2,425 ",Used – Very Good,Free Shipping,https://reverb.com/item/73004793-early-neumann-u87-ai-circuit-diagram-02-w-shock-mount
34,Neuman U-87 Vintage,"$4,995 ",Used – Excellent,Free Shipping,https://reverb.com/item/70617998-neuman-u-87-vintage
35,Neumann U 87 Large Diaphragm Multipatter...,"$4,100 ",Used – Excellent,Free Shipping,https://reverb.com/item/57360644-neumann-u-87-large-diaphragm-multipattern-condenser-microphone-1967-1985-nickel
36,Neumann U 87 Ai MT Matched Stereo Pair C...,"$7,495 ",Brand New,Free Shipping,https://reverb.com/item/42892701-neumann-u-87-ai-mt-matched-stereo-pair-condenser-microphones-black?bk=eyJhbGciOiJIUzI1NiJ9.eyJqdGkiOiJjZDY0NDZiMi1kMzI2LTQzZDYtYmUyZS1hODVjMjNkNDg4ZmYiLCJpYXQiOjE2OTM5NTY3NzUsInVzZXJfaWQiOiIiLCJzZXNzaW9uX2lkIjoiIiwiY29va2llX2lkIjoiODc4MmY4MmUtY2E0Mi00ODNkLWE0OTQtMmZkMTk2OWYxNTU0IiwicHJvZHVjdF9pZCI6IjQyODkyNzAxIiwic291cmNlIjoiTk9ORSJ9.v79mvvw_OVKc2G_DHkGc4Vd9ShsqiA0mKFiJPzP-dLA
37,GOLD U87 Neumann Special Edition Microph...,"$11,000 ",Used – Mint,Shipping Fees Apply,https://reverb.com/item/66091524-gold-u87-neumann-special-edition-microphone-u87-1997-1998?bk=eyJhbGciOiJIUzI1NiJ9.eyJqdGkiOiJjMmYxYzI5ZS1kMTQ0LTRiZTUtOWQzMC0zNmNmMGM1NTAwYmQiLCJpYXQiOjE2OTM5NTY3NzUsInVzZXJfaWQiOiIiLCJzZXNzaW9uX2lkIjoiIiwiY29va2llX2lkIjoiODc4MmY4MmUtY2E0Mi00ODNkLWE0OTQtMmZkMTk2OWYxNTU0IiwicHJvZHVjdF9pZCI6IjY2MDkxNTI0Iiwic291cmNlIjoiTk9ORSJ9.fIzQjfZ-u6IsUADsk0-si8SMxvPOHagG9kjS-7wIkiw
38,Neumann U 87 Ai Large Diaphragm Multipat...,"$3,000 ",Used – Mint,Free Shipping,https://reverb.com/item/67641004-neumann-u-87-ai-large-diaphragm-multipattern-condenser-microphone-1986-present-nickel
39,Neumann U 87 Ai Set Z with Shockmount 19...,"$2,775 ",Used – Mint,Shipping Fees Apply,https://reverb.com/item/73010956-neumann-u-87-ai-set-z-with-shockmount-1986-present-nickel
40,Neumann U 87 Ai Large Diaphragm Multipat...,"$3,000 ",Used – Mint,Shipping Fees Apply,https://reverb.com/item/73035604-neumann-u-87-ai-large-diaphragm-multipattern-condenser-microphone-1986-present-nickel
41,Neumann U87 Microphone 1969-1970 NYC Stu...,"$3,999 ",Used – Good,Shipping Fees Apply,https://reverb.com/item/72465546-neumann-u87-microphone-1969-1970-nyc-studio-pedigree-vintage
42,Neumann U87Ai Multi-Pattern Studio Conde...,"$3,500 ",Brand New,Free Shipping,https://reverb.com/item/2612471-neumann-u87ai-multi-pattern-studio-condenser-microphone-nickel
43,Neumann U 87 Ai Condenser Microphone (St...,"$3,695 ",Brand New,Free Shipping,https://reverb.com/item/7096058-neumann-u-87-ai-condenser-microphone-studio-set-black?bk=eyJhbGciOiJIUzI1NiJ9.eyJqdGkiOiI3N2Y1OTJjMy1lNmY4LTQ1MTUtYTk3ZC03MTQ3MDUwYWVlMWEiLCJpYXQiOjE2OTM5NTY3NzUsInVzZXJfaWQiOiIiLCJzZXNzaW9uX2lkIjoiIiwiY29va2llX2lkIjoiODc4MmY4MmUtY2E0Mi00ODNkLWE0OTQtMmZkMTk2OWYxNTU0IiwicHJvZHVjdF9pZCI6IjcwOTYwNTgiLCJzb3VyY2UiOiJOT05FIn0.ivpBnlDbK0RkThTjjZPBxDmGn05J4LuCZoqK0cAKzi8
44,Neumann U87AI SETZ Multi-Pattern Condens...,"$3,695 ",Brand New,Free Shipping,https://reverb.com/item/2008849-neumann-u87ai-setz-multi-pattern-condenser-microphone-set-nickel-w-shockmount-cable-windscreen?bk=eyJhbGciOiJIUzI1NiJ9.eyJqdGkiOiIyYWRkNzNmOS1iZTk0LTQ0ZjYtYjlkOC0wNzk2MTU3ZjExYjAiLCJpYXQiOjE2OTM5NTY3NzUsInVzZXJfaWQiOiIiLCJzZXNzaW9uX2lkIjoiIiwiY29va2llX2lkIjoiODc4MmY4MmUtY2E0Mi00ODNkLWE0OTQtMmZkMTk2OWYxNTU0IiwicHJvZHVjdF9pZCI6IjIwMDg4NDkiLCJzb3VyY2UiOiJOT05FIn0.EvMR1A9wvuX8fYIFYiJWMzWFiayquuPVvWgg-R4UM0I
45,Neumann U 87 Large Diaphragm Multipatter...,"$4,950 ",Used – Very Good,Shipping Fees Apply,https://reverb.com/item/50854434-neumann-u-87-large-diaphragm-multipattern-condenser-microphone-1967-1985-nickel
46,Neumann U 87 Ai Set Z with Shockmount - ...,"$2,916.33 ",Used – Mint,Shipping Fees Apply,https://reverb.com/item/60699575-neumann-u-87-ai-set-z-with-shockmount-nickel
47,Neumann U87Ai Studio Set Z Mic Nickel Mi...,"$3,695 ",Brand New,Free Shipping,https://reverb.com/item/3636797-neumann-u87ai-studio-set-z-mic-nickel-microphone-w-box-ea87-shockmount-cable
48,Neumann U 87 Vintage Microphone,"$5,600 ",Used – Excellent,Shipping Fees Apply,https://reverb.com/item/70600697-neumann-u-87-vintage-microphone
49,Neumann U 87 Ai Set Large-Diaphragm Cond...,"$3,500 ",Brand New,Free Shipping,https://reverb.com/item/38159224-neumann-u-87-ai-set-large-diaphragm-condenser-microphone-nickel
50,Neumann U 87 Ai Set Large-diaphragm Cond...,"$3,695 ",Brand New,Free Shipping,https://reverb.com/item/53842133-neumann-u-87-ai-set-large-diaphragm-condenser-microphone-nickel?bk=eyJhbGciOiJIUzI1NiJ9.eyJqdGkiOiJjZTVmMzFjMS02OWM5LTRkZGQtYjZiOS1jMWIxYzc3NWY2OGQiLCJpYXQiOjE2OTM5NTY3NzUsInVzZXJfaWQiOiIiLCJzZXNzaW9uX2lkIjoiIiwiY29va2llX2lkIjoiODc4MmY4MmUtY2E0Mi00ODNkLWE0OTQtMmZkMTk2OWYxNTU0IiwicHJvZHVjdF9pZCI6IjUzODQyMTMzIiwic291cmNlIjoiTk9ORSJ9.QpUn8fX2aG4edV03FHhy2NYhbPPrzR0mTFbcIhMiES8
51,Vintage Neumann U87 P48 Condenser Microp...,"$4,495 ",Used – Very Good,Free Shipping,https://reverb.com/item/68690893-vintage-neumann-u87-p48-condenser-microphone-owned-by-dennis-herring-49179
52,Neumann U 87 Ai Set Large-Diaphragm Cond...,"$3,695 ",Brand New,Free Shipping,https://reverb.com/item/64848773-neumann-u-87-ai-set-large-diaphragm-condenser-microphone-matte-black
53,Neumann U 87 Rhodium Edition Set Limited...,"$24,500 ",Used – Mint,Free Shipping,https://reverb.com/item/71537142-neumann-u-87-rhodium-edition-set-limited-edition-large-diaphragm-multipattern-condenser-microphone-2017-rhodium
54,Neumann U 87 Ai Large Diaphragm Multipat...,"$2,250 ",Used – Excellent,Free Shipping,https://reverb.com/item/67961830-neumann-u-87-ai-large-diaphragm-multipattern-condenser-microphone-1986-present-nickel
55,Neumann U 87 Ai Set Z Multi-Pattern Cond...,"$3,695 ",Brand New,Free Shipping,https://reverb.com/item/69964242-neumann-u-87-ai-set-z-multi-pattern-condenser-microphone-w-shock-mount-nickel
56,Neumann U 87 AI Set Z Large-Diaphragm Co...,"$3,695 ",Brand New,Free Shipping,https://reverb.com/item/4525168-neumann-u-87-ai-set-z-large-diaphragm-condenser-microphone-w-accessories
57,Neumann Neumann U 87 Ai Set Large-Diaphr...,"$6,000 ",Used – Excellent,Shipping Fees Apply,https://reverb.com/item/67815980-neumann-neumann-u-87-ai-set-large-diaphragm-condenser-microphone-nickel-2021-nickel
58,Neumann U 87 Ai MT Matched Stereo Pair C...,"$7,495 ",Brand New,Free Shipping,https://reverb.com/item/42892701-neumann-u-87-ai-mt-matched-stereo-pair-condenser-microphones-black
59,Neumann U 87 vintage (fully checked by N...,"$7,318.24 ",Used – Mint,Free Shipping,https://reverb.com/item/48635133-neumann-u-87-vintage-fully-checked-by-neumann-berlin-new-capsule-k87-capacitors-u87-nickel
